movieId,title,tmdbId
112,Rumble in the Bronx (Hont faan kui),
113,Before and After,43566.0
116,Anne Frank Remembered,51352.0
117,"Young Poisoner's Handbook, The",16934.0
118,If Lucy Fell,10324.0
119,"Steal Big, Steal Little",78406.0
121,"Boys of St. Vincent, The",32119.0
122,Boomerang,11066.0
123,Chungking Express (Chung Hing sam lam),11104.0
125,Flirting With Disaster,2074.0
126,"NeverEnding Story III, The",27793.0
128,Jupiter's Wife,290157.0
129,Pie in the Sky,110972.0
132,Jade,11863.0
135,Down Periscope,9101.0
137,Man of the Year,9895.0
140,Up Close and Personal,219806.0
141,"Birdcage, The",11000.0
144,"Brothers McMullen, The",16388.0
145,Bad Boys,9737.0
146,"Amazing Panda Adventure, The",30765.0
147,"Basketball Diaries, The",10474.0
148,"Awfully Big Adventure, An",22279.0
149,Amateur,1087891.0
150,Apollo 13,568.0
151,Rob Roy,11780.0
152,"Addiction, The",34996.0
153,Batman Forever,414.0
154,Beauty of the Day (Belle de jour),649.0
155,Beyond Rangoon,1873.0
156,Blue in the Face,5894.0
157,Canadian Bacon,1775.0
158,Casper,8839.0
159,Clockers,20649.0
160,Congo,10329.0
161,Crimson Tide,8963.0
162,Crumb,26564.0
163,Desperado,8068.0
164,Devil in a Blue Dress,8512.0
165,Die Hard: With a Vengeance,1572.0
166,"Doom Generation, The",13552.0
168,First Knight,6520.0
169,Free Willy 2: The Adventure Home,9073.0
170,Hackers,10428.0
171,Jeffrey,17447.0
172,Johnny Mnemonic,9886.0
173,Judge Dredd,9482.0
174,Jury Duty,19326.0
175,Kids,10054.0
176,Living in Oblivion,9071.0
177,Lord of Illusions,8973.0
178,Love & Human Remains,15730.0
179,Mad Love,47608.0
180,Mallrats,2293.0
181,Mighty Morphin Power Rangers: The Movie,9070.0
183,Mute Witness,48787.0
184,Nadja,514677.0
185,"Net, The",1642.0
186,Nine Months,11472.0
187,Party Girl,36196.0
188,"Prophecy, The",11980.0
189,Reckless,1449400.0
190,Safe,72387.0
191,"Scarlet Letter, The",10533.0
193,Showgirls,10802.0
194,Smoke,10149.0
195,Something to Talk About,18402.0
196,Species,9348.0
198,Strange Days,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",470224.0
201,Three Wishes,540462.0
202,Total Eclipse,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",9090.0
204,Under Siege 2: Dark Territory,3512.0
205,Unstrung Heroes,52856.0
206,Unzipped,77350.0
207,"Walk in the Clouds, A",9560.0
208,Waterworld,9804.0
209,White Man's Burden,31611.0
210,Wild Bill,86593.0
211,"Browning Version, The",485254.0
212,Bushwhacked,26258.0
213,Burnt by the Sun (Utomlyonnye solntsem),65060.0
214,Before the Rain (Pred dozhdot),19155.0
215,Before Sunrise,76.0
216,Billy Madison,11017.0
217,"Babysitter, The",419479.0
218,Boys on the Side,9382.0
219,"Cure, The",6715.0
220,Castle Freak,18256.0
222,Circle of Friends,22625.0
223,Clerks,2292.0
224,Don Juan DeMarco,1909.0
225,Disclosure,1275779.0
227,Drop Zone,4954.0
228,Destiny Turns on the Radio,62488.0
229,Death and the Maiden,10531.0
230,Dolores Claiborne,11929.0
231,Dumb & Dumber (Dumb and Dumber),8467.0
232,Eat Drink Man Woman (Yin shi nan nu),10451.0
233,Exotica,20156.0
234,Exit to Eden,18395.0
235,Ed Wood,522.0
236,French Kiss,397.0
237,Forget Paris,10525.0
238,Far From Home: The Adventures of Yellow Dog,27985.0
239,"Goofy Movie, A",15789.0
240,Hideaway,27303.0
241,Fluke,21183.0
242,Farinelli: il castrato,10954.0
243,Gordy,47867.0
246,Hoop Dreams,14275.0
247,Heavenly Creatures,1024.0
248,Houseguest,17207.0
249,Immortal Beloved,13701.0
250,Heavyweights (Heavy Weights),14819.0
251,"Hunted, The",10632.0
252,I.Q.,259326.0
253,Interview with the Vampire: The Vampire Chronicles,628.0
254,Jefferson in Paris,87729.0
255,"Jerky Boys, The",18713.0
256,Junior,6280.0
257,Just Cause,9061.0
258,"Kid in King Arthur's Court, A",37108.0
259,Kiss of Death,6071.0
260,Star Wars: Episode IV - A New Hope,11.0
261,Little Women,331482.0
262,"Little Princess, A",19101.0
263,Ladybird Ladybird,49980.0
265,Like Water for Chocolate (Como agua para chocolate),1011397.0
266,Legends of the Fall,4476.0
267,Major Payne,11008.0
269,My Crazy Life (Mi vida loca),32325.0
270,Love Affair,302945.0
271,Losing Isaiah,28313.0
272,"Madness of King George, The",11318.0
273,Mary Shelley's Frankenstein (Frankenstein),3036.0
274,Man of the House,13498.0
275,Mixed Nuts,24070.0
276,Milk Money,8986.0
277,Miracle on 34th Street,10510.0
278,Miami Rhapsody,17402.0
279,My Family,38722.0
280,Murder in the First,8438.0
281,Nobody's Fool,11593.0
282,Nell,1945.0
283,New Jersey Drive,39310.0
284,New York Cop (Nyû Yôku no koppu),
285,Beyond Bedlam,56428.0
287,Nina Takes a Lover,131957.0
288,Natural Born Killers,241.0
289,Only You,9058.0
290,Once Were Warriors,527.0
291,Poison Ivy II,18220.0
292,Outbreak,6950.0
293,Léon: The Professional (a.k.a. The Professional) (Léon),
294,"Perez Family, The",63020.0
295,"Pyromaniac's Love Story, A",2307.0
296,Pulp Fiction,680.0
298,Pushing Hands (Tui shou),25296.0
299,Priest,38321.0
300,Quiz Show,11450.0
301,Picture Bride (Bijo photo),30304.0
302,"Queen Margot (Reine Margot, La)",538802.0
303,"Quick and the Dead, The",12106.0
304,Roommates,1511057.0
305,Ready to Wear (Pret-A-Porter),3586.0
306,Three Colors: Red (Trois couleurs: Rouge),110.0
307,Three Colors: Blue (Trois couleurs: Bleu),108.0
308,Three Colors: White (Trzy kolory: Bialy),109.0
310,Rent-a-Kid,36357.0
311,Relative Fear,92769.0
312,Stuart Saves His Family,28033.0
313,"Swan Princess, The",22586.0
314,"Secret of Roan Inish, The",14334.0
315,"Specialist, The",2636.0
316,Stargate,2164.0
317,"Santa Clause, The",11395.0
318,"Shawshank Redemption, The",278.0
319,Shallow Grave,9905.0
320,Suture,87078.0
321,Strawberry and Chocolate (Fresa y chocolate),135833.0
322,Swimming with Sharks,20306.0
324,"Sum of Us, The",36614.0
325,National Lampoon's Senior Trip,27993.0
326,To Live (Huozhe),31439.0
327,Tank Girl,9067.0
328,Tales from the Crypt Presents: Demon Knight,9059.0
329,Star Trek: Generations,193.0
330,Tales from the Hood,25066.0
331,Tom & Viv,46797.0
332,Village of the Damned,12122.0
333,Tommy Boy,11381.0
334,Vanya on 42nd Street,32636.0
335,Underneath,1171320.0
336,"Walking Dead, The",1246596.0
337,What's Eating Gilbert Grape,1587.0
338,Virtuosity,9271.0
339,While You Were Sleeping,2064.0
340,"War, The",755898.0
341,Double Happiness,1570664.0
342,Muriel's Wedding,236.0
343,"Baby-Sitters Club, The",48287.0
344,Ace Ventura: Pet Detective,3049.0
345,"Adventures of Priscilla, Queen of the Desert, The",2759.0
346,Backbeat,12635.0
347,Bitter Moon,10497.0
348,Bullets Over Broadway,11382.0
349,Clear and Present Danger,9331.0
350,"Client, The",10731.0
351,"Corrina, Corrina",10464.0
352,Crooklyn,34152.0
353,"Crow, The",9495.0
354,Cobb,29973.0
355,"Flintstones, The",888.0
356,Forrest Gump,13.0
357,Four Weddings and a Funeral,712.0
358,Higher Learning,16295.0
359,I Like It Like That,48992.0
360,I Love Trouble,10879.0
361,It Could Happen to You,10660.0
362,"Jungle Book, The",278927.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",41647.0
364,"Lion King, The",8587.0
365,Little Buddha,1689.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",11596.0
367,"Mask, The",854.0
368,Maverick,361743.0
369,Mrs. Parker and the Vicious Circle,23333.0
370,Naked Gun 33 1/3: The Final Insult,36593.0
371,"Paper, The",12280.0
372,Reality Bites,2788.0
373,Red Rock West,10427.0
374,Richie Rich,73961.0
376,"River Wild, The",8987.0
377,Speed,1637.0
378,Speechless,15128.0
379,Timecop,8831.0
380,True Lies,36955.0
381,When a Man Loves a Woman,10449.0
382,Wolf,1383519.0
383,Wyatt Earp,12160.0
384,Bad Company,3132.0
385,"Man of No Importance, A",52038.0
386,S.F.W.,29444.0
387,"Low Down Dirty Shame, A",26352.0
388,Boys Life,38700.0
389,"Colonel Chabert, Le",41580.0
390,Faster Pussycat! Kill! Kill!,315.0
391,Jason's Lyric,22067.0
393,Street Fighter,1153576.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),
406,Federal Hill,171857.0
407,In the Mouth of Madness,2654.0
408,8 Seconds,18069.0
409,Above the Rim,19092.0
410,Addams Family Values,2758.0
412,"Age of Innocence, The",10436.0
413,Airheads,13595.0
414,"Air Up There, The",46094.0
415,Another Stakeout,9409.0
416,Bad Girls,11853.0
417,Barcelona,5038.0
418,Being Human,46924.0
419,"Beverly Hillbillies, The",11041.0
420,Beverly Hills Cop III,306.0
421,Black Beauty,526702.0
422,Blink,840705.0
423,Blown Away,178.0
424,Blue Chips,19819.0
425,Blue Sky,57834.0
426,Body Snatchers,4722.0
427,Boxing Helena,18215.0
428,"Bronx Tale, A",
429,Cabin Boy,26391.0
430,Calendar Girl,392144.0
431,Carlito's Way,6075.0
432,City Slickers II: The Legend of Curly's Gold,11310.0
433,Clean Slate,18658.0
434,Cliffhanger,9350.0
435,Coneheads,9612.0
436,Color of Night,2124.0
437,Cops and Robbersons,26261.0
438,"Cowboy Way, The",19176.0
440,Dave,11566.0
441,Dazed and Confused,9571.0
442,Demolition Man,9739.0
444,Even Cowgirls Get the Blues,34444.0
445,Fatal Instinct,26141.0
446,Farewell My Concubine (Ba wang bie ji),10997.0
448,Fearless,7549.0
449,Fear of a Black Hat,20239.0
450,With Honors,16297.0
451,Flesh and Bone,18551.0
452,Widows' Peak,25440.0
453,For Love or Money,9024.0
454,"Firm, The",37233.0
455,Free Willy,1634.0
456,Fresh,787752.0
457,"Fugitive, The",5503.0
458,Geronimo: An American Legend,35588.0
459,"Getaway, The",2087.0
460,Getting Even with Dad,41579.0
461,Go Fish,18620.0
464,Hard Target,2019.0
466,Hot Shots! Part Deux,9255.0
467,Live Nude Girls,26271.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",10612.0
469,"House of the Spirits, The",2259.0
470,House Party 3,16097.0
471,"Hudsucker Proxy, The",11934.0
472,I'll Do Anything,106143.0
473,In the Army Now,12475.0
474,In the Line of Fire,9386.0
475,In the Name of the Father,7984.0
476,"Inkwell, The",59930.0
477,What's Love Got to Do with It?,15765.0
478,Jimmy Hollywood,31643.0
479,Judgment Night,6.0
480,Jurassic Park,329.0
481,Kalifornia,10909.0
482,Killing Zoe,507.0
484,Lassie,29918.0
485,Last Action Hero,9593.0
486,Life with Mikey,42580.0
487,Lightning Jack,22317.0
488,M. Butterfly,1413.0
489,Made in America,12121.0
490,Malice,2246.0
491,"Man Without a Face, The",10502.0
492,Manhattan Murder Mystery,10440.0
493,Menace II Society,9516.0
494,Executive Decision,2320.0
495,In the Realm of the Senses (Ai no corrida),5879.0
496,What Happened Was...,83718.0
497,Much Ado About Nothing,11971.0
499,Mr. Wonderful,31911.0
500,Mrs. Doubtfire,788.0
501,Naked,1035259.0
502,"Next Karate Kid, The",11231.0
504,No Escape,192141.0
505,North,31586.0
506,Orlando,9300.0
507,"Perfect World, A",9559.0
508,Philadelphia,9800.0
509,"Piano, The",1791.0
510,Poetic Justice,8291.0
511,"Program, The",18133.0
512,"Puppet Masters, The",25557.0
513,Radioland Murders,22588.0
514,"Ref, The",10872.0
515,"Remains of the Day, The",1245.0
516,Renaissance Man,11858.0
517,Rising Sun,7007.0
518,"Road to Wellville, The",10467.0
519,RoboCop 3,5550.0
520,Robin Hood: Men in Tights,8005.0
521,Romeo Is Bleeding,2088.0
522,Romper Stomper,10412.0
523,Ruby in Paradise,47889.0
524,Rudy,
526,"Savage Nights (Nuits fauves, Les)",41878.0
527,Schindler's List,424.0
528,"Scout, The",9319.0
529,Searching for Bobby Fischer,14291.0
531,"Secret Garden, The",11236.0
532,Serial Mom,11592.0
533,"Shadow, The",1419406.0
534,Shadowlands,10445.0
535,Short Cuts,
536,"Simple Twist of Fate, A",43535.0
537,Sirens,12519.0
538,Six Degrees of Separation,
539,Sleepless in Seattle,858.0
540,Sliver,867.0
541,Blade Runner,335984.0
542,Son in Law,1651233.0
543,So I Married an Axe Murderer,10442.0
544,Striking Distance,11074.0
546,Super Mario Bros.,502356.0
547,Surviving the Game,17585.0
548,Terminal Velocity,9057.0
549,Thirty-Two Short Films About Glenn Gould,20967.0
550,Threesome,993708.0
551,"Nightmare Before Christmas, The",9479.0
552,"Three Musketeers, The",52451.0
553,Tombstone,11969.0
555,True Romance,319.0
556,"War Room, The",26408.0
558,"Pagemaster, The",15139.0
562,Welcome to the Dollhouse,11446.0
563,Germinal,51980.0
564,Chasers,24405.0
567,Kika,1313226.0
568,Bhaji on the Beach,14587.0
569,Little Big League,31504.0
573,"Ciao, Professore! (Io speriamo che me la cavo)",
574,Spanking the Monkey,17600.0
575,"Little Rascals, The",
577,Andre,
579,"Escort, The (Scorta, La)",68806.0
580,Princess Caraboo,37345.0
581,"Celluloid Closet, The",32562.0
583,Dear Diary (Caro Diario),801876.0
585,"Brady Bunch Movie, The",9066.0
586,Home Alone,9714.0
587,Ghost,1380291.0
588,Aladdin,812.0
589,Terminator 2: Judgment Day,280.0
590,Dances with Wolves,581.0
592,Batman,414906.0
593,"Silence of the Lambs, The",274.0
594,Snow White and the Seven Dwarfs,408.0
595,Beauty and the Beast,10020.0
596,Pinocchio,
597,Pretty Woman,114.0
599,"Wild Bunch, The",
600,Love and a .45,15477.0
602,"Great Day in Harlem, A",124472.0
605,One Fine Day,7300.0
606,Candyman: Farewell to the Flesh,10824.0
608,Fargo,
609,Homeward Bound II: Lost in San Francisco,25059.0
610,Heavy Metal,11827.0
611,Hellraiser: Bloodline,8766.0
612,"Pallbearer, The",23570.0
613,Jane Eyre,38684.0
615,Bread and Chocolate (Pane e cioccolata),
616,"Aristocats, The",10112.0
617,"Flower of My Secret, The (La flor de mi secreto)",4307.0
618,Two Much,46029.0
619,Ed,522.0
626,"Thin Line Between Love and Hate, A",28121.0
627,"Last Supper, The",1663082.0
628,Primal Fear,1592.0
631,All Dogs Go to Heaven 2,19042.0
632,Land and Freedom (Tierra y libertad),1499194.0
633,Denise Calls Up,47449.0
634,Theodore Rex,
635,"Family Thing, A",
636,Frisk,40926.0
637,Sgt. Bilko,
638,Jack and Sarah,2021.0
639,Girl 6,61752.0
640,Diabolique,10988.0
645,Nelly & Monsieur Arnaud,12652.0
647,Courage Under Fire,10684.0
648,Mission: Impossible,954.0
649,Cold Fever (Á köldum klaka),
650,Moll Flanders,
653,Dragonheart,
656,Eddie,11107.0
661,James and the Giant Peach,10539.0
662,Fear,1426964.0
663,Kids in the Hall: Brain Candy,18414.0
665,Underground,11902.0
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),
668,Song of the Little Road (Pather Panchali),5801.0
670,"World of Apu, The (Apur Sansar)",896.0
671,Mystery Science Theater 3000: The Movie,3065.0
673,Space Jam,
674,Barbarella,8069.0
678,Some Folks Call It a Sling Blade,27768.0
679,"Run of the Country, The",221917.0
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",8072.0
685,It's My Party,33245.0
688,Operation Dumbo Drop,27281.0
691,Mrs. Winterbourne,40001.0
692,Solo,
694,"Substitute, The",
695,True Crime,
697,Feeling Minnesota,
698,Delta of Venus,38867.0
700,Angus,
703,Boys,
704,"Quest, The",9103.0
706,Sunset Park,29649.0
707,Mulholland Falls,10990.0
708,"Truth About Cats & Dogs, The",8866.0
709,Oliver & Company,12233.0
710,Celtic Pride,23449.0
711,Flipper,36355.0
714,Dead Man,922.0
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",11876.0
718,"Visitors, The (Visiteurs, Les)",102699.0
719,Multiplicity,9304.0
720,Wallace & Gromit: The Best of Aardman Animation,
722,"Haunted World of Edward D. Wood Jr., The",73183.0
724,"Craft, The",9100.0
725,"Great White Hype, The",
726,Last Dance,912649.0
728,Cold Comfort Farm,32513.0
731,Heaven's Prisoners,36915.0
733,"Rock, The",9802.0
735,Cemetery Man (Dellamorte Dellamore),21588.0
736,Twister,
737,Barb Wire,
741,Ghost in the Shell (Kôkaku kidôtai),9323.0
742,Thinner,10280.0
743,Spy Hard,10535.0
745,Wallace & Gromit: A Close Shave,532.0
747,"Stupids, The",16299.0
748,"Arrival, The",10547.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935.0
757,Ashes of Time (Dung che sai duk),
759,Maya Lin: A Strong Clear Vision,
760,Stalingrad,
761,"Phantom, The",9826.0
762,Striptease,9879.0
764,Heavy,144183.0
765,Jack,1380291.0
766,I Shot Andy Warhol,26890.0
773,Touki Bouki,77771.0
775,Spirits of the Dead,
778,Trainspotting,
779,'Til There Was You,
780,Independence Day (a.k.a. ID4),
781,Stealing Beauty,
782,"Fan, The",
783,"Hunchback of Notre Dame, The",
784,"Cable Guy, The",
785,Kingpin,
786,Eraser,9268.0
788,"Nutty Professor, The",9327.0
790,"Unforgettable Summer, An (Un été inoubliable)",81949.0
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",706007.0
795,Somebody to Love,
798,Daylight,
799,"Frighteners, The",
800,Lone Star,26748.0
801,Harriet the Spy,
802,Phenomenon,
803,Walking and Talking,
804,She's the One,
805,"Time to Kill, A",1645.0
806,American Buffalo,31546.0
808,Alaska,15198.0
809,Fled,18550.0
810,Kazaam,11511.0
813,Larger Than Life,
818,"Very Brady Sequel, A",12606.0
823,"Collector, The (La collectionneuse)",186292.0
824,Kaspar Hauser,12632.0
828,"Adventures of Pinocchio, The",
829,Joe's Apartment,11962.0
830,"First Wives Club, The",
832,Ransom,
833,High School High,
835,Foxfire,
836,Chain Reaction,12123.0
837,Matilda,
838,Emma,556678.0
839,"Crow: City of Angels, The",
840,House Arrest,
841,"Eyes Without a Face (Yeux sans visage, Les)",
842,Tales from the Crypt Presents: Bordello of Blood,9431.0
848,"Spitfire Grill, The",47907.0
849,Escape from L.A.,10061.0
851,Basquiat,
852,Tin Cup,10478.0
858,"Godfather, The",238.0
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),
866,Bound,
867,Carpool,
869,Kansas City,
870,Gone Fishin',
875,Nothing to Lose,11676.0
876,Supercop 2 (Project S) (Chao ji ji hua),38955.0
879,"Relic, The",
880,"Island of Dr. Moreau, The",9306.0
881,First Kid,
882,"Trigger Effect, The",
885,Bogus,3587.0
886,Bulletproof,10723.0
888,Land Before Time III: The Time of the Great Giving,19004.0
889,1-900 (06),
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),10987.0
892,Twelfth Night,44705.0
893,Mother Night,34760.0
896,Wild Reeds (Les roseaux sauvages),26933.0
897,For Whom the Bell Tolls,
898,"Philadelphia Story, The",981.0
899,Singin' in the Rain,
900,"American in Paris, An",2769.0
901,Funny Face,
902,Breakfast at Tiffany's,164.0
903,Vertigo,426.0
904,Rear Window,
905,It Happened One Night,
906,Gaslight,
907,"Gay Divorcee, The",28288.0
908,North by Northwest,213.0
909,"Apartment, The",284.0
910,Some Like It Hot,
911,Charade,
912,Casablanca,
913,"Maltese Falcon, The",
914,My Fair Lady,11113.0
915,Sabrina,11860.0
916,Roman Holiday,
917,"Little Princess, The",
918,Meet Me in St. Louis,909.0
919,"Wizard of Oz, The",630.0
920,Gone with the Wind,770.0
921,My Favorite Year,
922,Sunset Blvd. (a.k.a. Sunset Boulevard),
923,Citizen Kane,
924,2001: A Space Odyssey,
926,All About Eve,
927,"Women, The",
928,Rebecca,
929,Foreign Correspondent,25670.0
930,Notorious,
931,Spellbound,
932,"Affair to Remember, An",8356.0
933,To Catch a Thief,381.0
934,Father of the Bride,
935,"Band Wagon, The",
936,Ninotchka,1859.0
937,Love in the Afternoon,
938,Gigi,17281.0
940,"Adventures of Robin Hood, The",
941,"Mark of Zorro, The",
942,Laura,
943,"Ghost and Mrs. Muir, The",
944,Lost Horizon,
945,Top Hat,
946,To Be or Not to Be,
947,My Man Godfrey,52470.0
948,Giant,
949,East of Eden,220.0
950,"Thin Man, The",521850.0
951,His Girl Friday,3085.0
952,Around the World in 80 Days,10204.0
953,It's a Wonderful Life,
954,Mr. Smith Goes to Washington,
955,Bringing Up Baby,900.0
956,Penny Serenade,43795.0
959,Of Human Bondage,119343.0
961,Little Lord Fauntleroy,
963,"Inspector General, The",
965,"39 Steps, The",260.0
968,Night of the Living Dead,19185.0
969,"African Queen, The",488.0
970,Beat the Devil,
971,Cat on a Hot Tin Roof,261.0
973,Meet John Doe,
976,"Farewell to Arms, A",22649.0
979,Nothing Personal,
981,Dangerous Ground,52855.0
982,Picnic,39940.0
984,"Pompatus of Love, The",85328.0
986,Fly Away Home,11076.0
987,Bliss,613911.0
988,Grace of My Heart,58985.0
990,Maximum Risk,10861.0
991,Michael Collins,
993,Infinity,
994,Big Night,
996,Last Man Standing,
998,Set It Off,
999,2 Days in the Valley,
1003,Extreme Measures,
1004,"Glimmer Man, The",
1005,D3: The Mighty Ducks,
1006,"Chamber, The",672.0
1007,"Apple Dumpling Gang, The",
1008,"Davy Crockett, King of the Wild Frontier",
1009,Escape to Witch Mountain,
1010,"Love Bug, The",
1011,Herbie Rides Again,
1012,Old Yeller,22660.0
1013,"Parent Trap, The",
1014,Pollyanna,
1015,Homeward Bound: The Incredible Journey,
1016,"Shaggy Dog, The",
1017,Swiss Family Robinson,
1018,That Darn Cat!,20735.0
1019,"20,000 Leagues Under the Sea",
1020,Cool Runnings,
1021,Angels in the Outfield,24795.0
1022,Cinderella,
1023,Winnie the Pooh and the Blustery Day,
1024,"Three Caballeros, The",
1025,"Sword in the Stone, The",
1027,Robin Hood: Prince of Thieves,
1028,Mary Poppins,433.0
1029,Dumbo,11360.0
1030,Pete's Dragon,294272.0
1031,Bedknobs and Broomsticks,
1032,Alice in Wonderland,12155.0
1033,"Fox and the Hound, The",10948.0
1034,Freeway,
1035,"Sound of Music, The",
1036,Die Hard,
1037,"Lawnmower Man, The",10163.0
1040,"Secret Agent, The",
1041,Secrets & Lies,11159.0
1042,That Thing You Do!,9591.0
1043,To Gillian on Her 37th Birthday,30500.0
1046,Beautiful Thing,
1047,"Long Kiss Goodnight, The",11412.0
1049,"Ghost and the Darkness, The",
1050,Looking for Richard,
1051,Trees Lounge,27845.0
1053,Normal Life,23223.0
1054,Get on the Bus,49471.0
1055,Shadow Conspiracy,38153.0
1056,Jude,
1057,Everyone Says I Love You,
1059,William Shakespeare's Romeo + Juliet,
1060,Swingers,
1061,Sleepers,
1064,Aladdin and the King of Thieves,
1066,Shall We Dance,
1068,Crossfire,
1073,Willy Wonka & the Chocolate Factory,
1076,"Innocents, The",
1077,Sleeper,1557848.0
1078,Bananas,11302.0
1079,"Fish Called Wanda, A",623.0
1080,Monty Python's Life of Brian,
1081,Victor/Victoria,
1082,"Candidate, The",
1083,"Great Race, The",11575.0
1084,Bonnie and Clyde,475.0
1085,"Old Man and the Sea, The",
1086,Dial M for Murder,
1088,Dirty Dancing,
1089,Reservoir Dogs,
1090,Platoon,792.0
1091,Weekend at Bernie's,8491.0
1092,Basic Instinct,
1093,"Doors, The",
1094,"Crying Game, The",11386.0
1095,Glengarry Glen Ross,
1096,Sophie's Choice,
1097,E.T. the Extra-Terrestrial,
1099,"Christmas Carol, A",
1100,Days of Thunder,
1101,Top Gun,
1103,Rebel Without a Cause,221.0
1104,"Streetcar Named Desire, A",702.0
1105,Children of the Corn IV: The Gathering,25750.0
1107,Loser,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),
1112,Palookaville,37616.0
1114,"Funeral, The",
1116,"Single Girl, A (Fille seule, La)",
1117,"Eighth Day, The (Huitième jour, Le)",
1119,Drunks,
1120,"People vs. Larry Flynt, The",1630.0
1121,Glory Daze,
1123,"Perfect Candidate, A",124837.0
1124,On Golden Pond,
1125,"Return of the Pink Panther, The",11843.0
1126,Drop Dead Fred,
1127,"Abyss, The",
1128,"Fog, The",
1129,Escape from New York,1103.0
1130,"Howling, The",
1131,Jean de Florette,
1132,Manon of the Spring (Manon des sources),
1135,Private Benjamin,
1136,Monty Python and the Holy Grail,
1137,Hustler White,44497.0
1140,Entertaining Angels: The Dorothy Day Story,99479.0
